Student_ID,Age,Gender,Program,Semester,Exam_Score,Study_Hours_Per_Week,session_id,session_date,session_program,session_semester,status
49990,21,,Social Sciences,2,77.14,13.4,SES-2044,4/22/2024,Social Sciences,5,Absent
49989,19,Male,Business,7,47.29,8.8,SES-2021,2/26/2024,Social Sciences,4,Present
49989,19,Male,Business,7,47.29,8.8,SES-2038,11/27/2023,Social Sciences,2,Absent
49989,19,Male,Education,6,70.89,,SES-2041,10/5/2023,Business,2,
49988,18,Male,Education,6,70.89,,SES-2007,6/9/2024,Education,7,
49987,22,Male,Business,4,77.79,8.2,SES-2047,2/1/2024,Computer Science,4,Absent
49987,22,Male,Business,4,77.79,8.2,SES-2014,3/28/2024,Education,5,Present
49986,21,Male,Business,4,77.79,8.2,SES-2013,10/22/2023,Education,2,
49986,21,Male,Business,4,77.79,8.2,SES-2010,3/24/2024,Business,5,Present
49986,21,Female,Engineering,5,44.77,7.8,SES-2033,11/14/2023,Education,2,Present
49986,21,Female,Engineering,5,44.77,7.8,SES-2025,11/24/2023,Engineering,3,Absent
49985,24,Female,Engineering,5,44.77,7.8,SES-2029,10/21/2023,Education,2,Absent
49985,24,Female,Engineering,5,44.77,7.8,SES-2047,2/1/2024,Computer Science,4,Absent
49985,24,Female,Engineering,2,55.12,,SES-2015,11/9/2023,Business,2,
49983,23,Female,Engineering,2,55.12,,SES-2003,10/8/2023,Engineering,2,
49983,23,Female,Engineering,2,55.12,,SES-2033,11/14/2023,Education,2,
49983,23,Female,Engineering,2,55.12,,SES-2049,4/17/2024,Education,6,
49983,23,Male,Engineering,,,12.2,SES-2023,4/21/2024,Business,6,
49983,23,Male,Engineering,,,12.2,SES-2022,6/3/2024,Education,7,
49982,20,Female,Business,7,71.2,7.9,SES-2025,11/24/2023,Engineering,3,Present
49982,20,Female,Business,7,71.2,7.9,SES-2000,10/24/2023,Social Sciences,2,Absent
49982,20,,Education,,,9,SES-2032,11/25/2023,Social Sciences,2,
49982,20,,Education,,,9,SES-2028,6/25/2024,Computer Science,8,
49982,20,,Education,,,9,SES-2012,4/19/2024,Education,5,
49981,19,,Education,,,9,SES-2022,6/3/2024,Education,7,
49981,19,,Education,,,9,SES-2018,11/6/2023,Business,3,
49981,19,Female,,3,62.96,9.5,SES-2010,3/24/2024,Business,5,Present
49980,20,Female,,3,62.96,9.5,SES-2047,2/1/2024,Computer Science,4,Present
49980,20,Female,,3,62.96,9.5,SES-2013,10/22/2023,Education,2,Present
49980,20,Female,,3,62.96,9.5,SES-2015,11/9/2023,Business,2,Present
49980,20,Female,,3,62.96,9.5,SES-2023,4/21/2024,Business,6,Absent
49979,19,Male,Computer Science,,,8.5,SES-2006,3/25/2024,Education,5,
49979,19,Male,Computer Science,,,8.5,SES-2039,2/8/2024,Engineering,4,
49979,19,Male,Computer Science,,,8.5,SES-2013,10/22/2023,Education,2,
49979,19,Male,Computer Science,,,8.5,SES-2048,9/3/2023,Computer Science,1,
49978,18,Male,Computer Science,,,8.5,SES-2000,10/24/2023,Social Sciences,2,
49978,18,,Engineering,4,72.37,,SES-2017,3/23/2024,Computer Science,4,
49978,18,,Engineering,4,72.37,,SES-2039,2/8/2024,Engineering,4,
49977,20,Female,Business,1,56.89,6.2,SES-2021,2/26/2024,Social Sciences,4,Absent
49977,20,Male,Education,,,5.3,SES-2022,6/3/2024,Education,7,
49977,20,Male,Computer Science,2,63.53,6.8,SES-2012,4/19/2024,Education,5,Present
49977,20,Male,Computer Science,2,63.53,6.8,SES-2031,7/18/2024,Computer Science,8,Present
49977,20,Male,Engineering,2,64.93,3.9,SES-2038,11/27/2023,Social Sciences,2,Absent
49976,25,Male,Engineering,2,64.93,3.9,SES-2030,5/13/2024,Business,7,Absent
49976,25,Male,Social Sciences,2,72.26,5,SES-2020,3/27/2024,Computer Science,4,Present
49976,25,Male,Social Sciences,2,72.26,5,SES-2012,4/19/2024,Education,5,Present
49975,20,Male,Social Sciences,2,72.26,5,SES-2039,2/8/2024,Engineering,4,Present
49975,20,Male,Social Sciences,2,72.26,5,SES-2017,3/23/2024,Computer Science,4,Present
49975,20,Male,Social Sciences,2,72.26,5,SES-2037,10/16/2023,Computer Science,1,Present
49975,20,Male,Computer Science,3,65.13,8.5,SES-2038,11/27/2023,Social Sciences,2,Present
49975,20,Male,Computer Science,3,65.13,8.5,SES-2041,10/5/2023,Business,2,Present
49974,23,Male,Computer Science,3,65.13,8.5,SES-2031,7/18/2024,Computer Science,8,Present
49974,23,Male,Computer Science,3,65.13,8.5,SES-2012,4/19/2024,Education,5,Present
49974,23,Male,Computer Science,3,65.13,8.5,SES-2003,10/8/2023,Engineering,2,Present
49974,23,Female,,5,55.9,8.7,SES-2019,6/21/2024,Engineering,7,Present
49973,20,Female,,5,55.9,8.7,SES-2027,4/5/2024,Engineering,6,Present
49972,22,Female,Social Sciences,6,67.99,10.5,SES-2012,4/19/2024,Education,5,Absent
49972,22,Female,Social Sciences,6,67.99,10.5,SES-2003,10/8/2023,Engineering,2,Absent
49972,22,Female,Social Sciences,6,67.99,10.5,SES-2022,6/3/2024,Education,7,
49972,22,Female,Education,,,,SES-2027,4/5/2024,Engineering,6,
49972,22,Female,Education,,,,SES-2004,9/23/2023,Engineering,1,
49970,20,Female,Education,,,,SES-2000,10/24/2023,Social Sciences,2,
49970,20,Female,Education,,,,SES-2038,11/27/2023,Social Sciences,2,
49970,20,Female,Education,,,,SES-2041,10/5/2023,Business,2,
49969,,Female,Computer Science,5,51.5,7.6,SES-2018,11/6/2023,Business,3,Absent
49968,23,Female,Computer Science,5,51.5,7.6,SES-2045,7/4/2024,Education,8,Present
49968,23,Female,Computer Science,5,51.5,7.6,SES-2026,4/19/2024,Business,5,Present
49968,23,Female,Computer Science,5,51.5,7.6,SES-2016,4/12/2024,Social Sciences,6,Present
49968,23,Female,Computer Science,5,51.5,7.6,SES-2037,10/16/2023,Computer Science,1,Absent
49968,23,Male,Engineering,,,6.7,SES-2027,4/5/2024,Engineering,6,
49968,23,Female,Education,1,70.64,11.5,SES-2020,3/27/2024,Computer Science,4,Present
49967,18,Female,Education,1,70.64,11.5,SES-2035,11/28/2023,Social Sciences,3,Present
49967,18,Male,,5,63.09,5.2,SES-2036,2/12/2024,Education,4,Present
49967,18,Male,,5,63.09,5.2,SES-2013,10/22/2023,Education,2,Present
49967,18,Male,,5,63.09,5.2,SES-2000,10/24/2023,Social Sciences,2,Absent
49966,22,Male,,5,63.09,5.2,SES-2017,3/23/2024,Computer Science,4,Present
49966,22,Male,,5,63.09,5.2,SES-2007,6/9/2024,Education,7,
49966,22,Male,Computer Science,3,69.07,10.9,SES-2046,2/11/2024,Computer Science,4,Present
49966,22,Male,Computer Science,3,69.07,10.9,SES-2028,6/25/2024,Computer Science,8,Present
49966,22,Male,Computer Science,3,69.07,10.9,SES-2002,11/2/2023,Computer Science,2,Absent
49965,20,Male,Computer Science,3,69.07,10.9,SES-2035,11/28/2023,Social Sciences,3,Present
49965,20,Male,Computer Science,3,69.07,10.9,SES-2020,3/27/2024,Computer Science,4,Present
49965,20,,,3,75.55,5.9,SES-2048,9/3/2023,Computer Science,1,Present
49964,21,Male,Social Sciences,2,71.03,,SES-2029,10/21/2023,Education,2,
49964,21,Male,Social Sciences,2,71.03,,SES-2022,6/3/2024,Education,7,
49964,21,Male,Social Sciences,7,53.31,5.8,SES-2040,10/24/2023,Business,2,Present
49964,21,Male,Social Sciences,7,53.31,5.8,SES-2047,2/1/2024,Computer Science,4,Present
49963,23,Male,Social Sciences,7,53.31,5.8,SES-2002,11/2/2023,Computer Science,2,Present
49963,23,Male,,,,11.3,SES-2000,10/24/2023,Social Sciences,2,
49963,23,Male,,,,11.3,SES-2034,6/24/2024,Social Sciences,8,
49963,23,Male,,,,11.3,SES-2001,2/5/2024,Computer Science,4,
49963,23,Male,Computer Science,,,13.8,SES-2010,3/24/2024,Business,5,
49961,20,Male,Computer Science,,,13.8,SES-2000,10/24/2023,Social Sciences,2,
49960,22,Male,Computer Science,,,13.8,SES-2007,6/9/2024,Education,7,
49960,22,Male,Computer Science,,,13.8,SES-2012,4/19/2024,Education,5,
49960,22,Male,Computer Science,,,13.8,SES-2042,12/17/2023,Engineering,3,
49960,22,Female,Education,5,78.17,14.7,SES-2043,5/18/2024,Education,7,Present
49960,22,Female,Education,5,78.17,14.7,SES-2015,11/9/2023,Business,2,Absent
49960,22,Female,Education,5,78.17,14.7,SES-2045,7/4/2024,Education,8,Present
49959,22,Female,Education,5,78.17,14.7,SES-2044,4/22/2024,Social Sciences,5,Present
49959,22,Male,Engineering,4,50.47,7.8,SES-2024,6/5/2024,Social Sciences,7,
49959,22,Male,Engineering,4,50.47,7.8,SES-2030,5/13/2024,Business,7,Present
49959,22,Male,Engineering,4,50.47,7.8,SES-2035,11/28/2023,Social Sciences,3,Present
49959,22,Female,,6,58.43,5.6,SES-2010,3/24/2024,Business,5,Present
49958,19,Female,,6,58.43,5.6,SES-2002,11/2/2023,Computer Science,2,Present
49958,19,Female,,6,58.43,5.6,SES-2023,4/21/2024,Business,6,Present
49958,19,Male,Education,6,64.22,7.7,SES-2032,11/25/2023,Social Sciences,2,
49958,19,Male,Education,6,64.22,7.7,SES-2042,12/17/2023,Engineering,3,Present
49957,23,Male,Education,6,64.22,7.7,SES-2043,5/18/2024,Education,7,Absent
49957,23,Male,Education,6,64.22,7.7,SES-2008,3/4/2024,Computer Science,4,Absent
49957,23,Male,Education,6,64.22,7.7,SES-2004,9/23/2023,Engineering,1,Present
49957,23,Male,Education,1,51.41,8.1,SES-2044,4/22/2024,Social Sciences,5,Present
49956,21,Male,Education,1,51.41,8.1,SES-2019,6/21/2024,Engineering,7,Present
49956,21,Male,Education,1,51.41,8.1,SES-2030,5/13/2024,Business,7,Present
49955,17,Male,,3,62.88,2.4,SES-2026,4/19/2024,Business,5,Absent
49955,17,Male,,3,62.88,2.4,SES-2005,5/15/2024,Engineering,7,Absent
49955,17,Male,,3,62.88,2.4,SES-2028,6/25/2024,Computer Science,8,Absent
49954,19,Female,Business,8,54.49,10.9,SES-2044,4/22/2024,Social Sciences,5,Absent
49954,19,Male,Computer Science,,,9.7,SES-2010,3/24/2024,Business,5,
49954,19,Male,Computer Science,,,9.7,SES-2008,3/4/2024,Computer Science,4,
49954,19,Male,Engineering,7,70.25,13.6,SES-2012,4/19/2024,Education,5,Present
49954,19,Male,Engineering,7,70.25,13.6,SES-2006,3/25/2024,Education,5,Present
49953,22,Female,,8,67.35,,SES-2006,3/25/2024,Education,5,
49953,22,Female,,8,67.35,,SES-2028,6/25/2024,Computer Science,8,
49953,22,Female,,8,67.35,,SES-2018,11/6/2023,Business,3,
49952,21,Female,,8,67.35,,SES-2010,3/24/2024,Business,5,
49951,20,Female,,8,67.35,,SES-2036,2/12/2024,Education,4,
49951,20,Female,Business,3,58.39,4.1,SES-2025,11/24/2023,Engineering,3,Absent
49951,20,Female,Business,3,58.39,4.1,SES-2012,4/19/2024,Education,5,Absent
49951,20,Female,Business,3,58.39,4.1,SES-2011,11/3/2023,Engineering,2,Absent
49950,20,Female,Business,3,58.39,4.1,SES-2040,10/24/2023,Business,2,Present
49950,20,,Engineering,,,6.7,SES-2021,2/26/2024,Social Sciences,4,
49947,,,Engineering,,,6.7,SES-2023,4/21/2024,Business,6,
49947,,,Business,2,44.57,6.2,SES-2046,2/11/2024,Computer Science,4,Absent
49947,,,Business,2,44.57,6.2,SES-2040,10/24/2023,Business,2,
49946,22,Female,Engineering,3,68.15,8.8,SES-2000,10/24/2023,Social Sciences,2,Present
49946,22,Female,Engineering,3,68.15,8.8,SES-2025,11/24/2023,Engineering,3,Present
49945,20,Female,Engineering,3,68.15,8.8,SES-2044,4/22/2024,Social Sciences,5,Present
49944,20,Male,Education,6,68.98,9.3,SES-2008,3/4/2024,Computer Science,4,Present
49944,20,Male,Education,6,68.98,9.3,SES-2045,7/4/2024,Education,8,Present
49944,20,Male,Education,6,75.57,,SES-2027,4/5/2024,Engineering,6,
49944,20,Male,Engineering,8,64.54,6.4,SES-2010,3/24/2024,Business,5,Absent
49943,17,Male,Engineering,8,64.54,6.4,SES-2000,10/24/2023,Social Sciences,2,Absent
49943,17,Male,Engineering,8,64.54,6.4,SES-2021,2/26/2024,Social Sciences,4,Present
49942,21,Male,Engineering,8,64.54,6.4,SES-2041,10/5/2023,Business,2,Present
49941,22,Female,Business,1,62.82,5.8,SES-2033,11/14/2023,Education,2,Present
49941,22,Female,Business,1,62.82,5.8,SES-2038,11/27/2023,Social Sciences,2,Present
49941,22,Female,Business,1,62.82,5.8,SES-2028,6/25/2024,Computer Science,8,Absent
49941,22,Female,Business,1,62.82,5.8,SES-2006,3/25/2024,Education,5,Present
49941,22,Female,Business,5,72.98,6.8,SES-2026,4/19/2024,Business,5,Present
49940,23,Female,Business,5,72.98,6.8,SES-2018,11/6/2023,Business,3,Present
49938,20,Male,Social Sciences,6,78.65,12.1,SES-2043,5/18/2024,Education,7,Absent
49937,20,Male,Engineering,4,65.92,7.5,SES-2005,5/15/2024,Engineering,7,Present
49937,20,Male,Engineering,4,65.92,7.5,SES-2045,7/4/2024,Education,8,Present
49937,20,Male,Engineering,4,65.92,7.5,SES-2010,3/24/2024,Business,5,Present
49936,24,Female,Computer Science,1,61.22,8.4,SES-2026,4/19/2024,Business,5,Present
49936,24,Female,Computer Science,1,61.22,8.4,SES-2032,11/25/2023,Social Sciences,2,
49935,,Female,Computer Science,1,61.22,8.4,SES-2039,2/8/2024,Engineering,4,Absent
49935,,Female,Computer Science,1,61.22,8.4,SES-2016,4/12/2024,Social Sciences,6,Present
49935,,Female,Computer Science,1,61.22,8.4,SES-2033,11/14/2023,Education,2,Present
49934,,Male,Education,4,52.08,4.8,SES-2035,11/28/2023,Social Sciences,3,
49934,,Male,Education,4,52.08,4.8,SES-2006,3/25/2024,Education,5,Absent
49934,,Male,Education,4,52.08,4.8,SES-2016,4/12/2024,Social Sciences,6,Absent
49934,,,Education,8,57.26,,SES-2047,2/1/2024,Computer Science,4,
49934,,,Education,8,57.26,,SES-2035,11/28/2023,Social Sciences,3,
49933,23,,Education,8,57.26,,SES-2018,11/6/2023,Business,3,
49932,23,Male,Computer Science,7,75.12,11.9,SES-2027,4/5/2024,Engineering,6,Present
49932,23,Male,Computer Science,7,75.12,11.9,SES-2001,2/5/2024,Computer Science,4,Present
49932,23,Male,Computer Science,7,75.12,11.9,SES-2041,10/5/2023,Business,2,Present
49932,23,Male,Computer Science,7,75.12,11.9,SES-2000,10/24/2023,Social Sciences,2,Present
49931,,Female,Business,,,12.5,SES-2009,5/12/2024,Social Sciences,7,
49931,,Female,Business,,,12.5,SES-2006,3/25/2024,Education,5,
49931,,Female,Business,,,12.5,SES-2005,5/15/2024,Engineering,7,
49931,,Male,Education,4,70.79,10.8,SES-2041,10/5/2023,Business,2,Present
49931,,Male,Education,,,5.1,SES-2001,2/5/2024,Computer Science,4,
49930,19,Female,Computer Science,5,81.24,5,SES-2039,2/8/2024,Engineering,4,Absent
49930,19,Female,Computer Science,5,81.24,5,SES-2020,3/27/2024,Computer Science,4,Present
49930,19,Female,Computer Science,5,81.24,5,SES-2033,11/14/2023,Education,2,Present
49930,19,Female,Computer Science,5,81.24,5,SES-2015,11/9/2023,Business,2,Present
49928,,Female,Computer Science,5,81.24,5,SES-2044,4/22/2024,Social Sciences,5,Present
49928,,Male,Business,2,60.91,,SES-2012,4/19/2024,Education,5,
49927,21,Male,Business,2,60.91,,SES-2041,10/5/2023,Business,2,
49927,21,Male,Business,2,60.91,,SES-2026,4/19/2024,Business,5,
49927,21,Female,Engineering,7,77.31,11.9,SES-2043,5/18/2024,Education,7,Present
49927,21,Female,Engineering,7,77.31,11.9,SES-2035,11/28/2023,Social Sciences,3,Present
49926,21,Female,Engineering,7,77.31,11.9,SES-2016,4/12/2024,Social Sciences,6,Present
49926,21,Female,Engineering,7,77.31,11.9,SES-2015,11/9/2023,Business,2,Present
49925,22,Female,Computer Science,,,8,SES-2011,11/3/2023,Engineering,2,
49925,22,Male,Business,6,49.08,10.8,SES-2021,2/26/2024,Social Sciences,4,Absent
49925,22,Male,Business,6,49.08,10.8,SES-2009,5/12/2024,Social Sciences,7,Absent
49925,22,Male,Business,6,49.08,10.8,SES-2015,11/9/2023,Business,2,Absent
49925,22,Male,Social Sciences,1,74.08,,SES-2013,10/22/2023,Education,2,
49925,22,Male,Social Sciences,1,74.08,,SES-2040,10/24/2023,Business,2,
49925,22,Male,Social Sciences,1,74.08,,SES-2034,6/24/2024,Social Sciences,8,
49924,20,Female,Business,1,45.22,,SES-2017,3/23/2024,Computer Science,4,
49924,20,Female,Business,1,45.22,,SES-2043,5/18/2024,Education,7,
49924,20,Female,Business,1,45.22,,SES-2046,2/11/2024,Computer Science,4,
49924,20,Female,Business,1,45.22,,SES-2011,11/3/2023,Engineering,2,
49924,20,Female,Business,1,45.22,,SES-2023,4/21/2024,Business,6,
49923,25,Female,Computer Science,7,55.61,6.8,SES-2004,9/23/2023,Engineering,1,Present
49923,25,Female,Computer Science,7,55.61,6.8,SES-2025,11/24/2023,Engineering,3,Present
49923,25,Female,Education,3,51.05,10.5,SES-2030,5/13/2024,Business,7,Present
49922,,Female,Education,3,51.05,10.5,SES-2021,2/26/2024,Social Sciences,4,Absent
49922,,Female,Education,3,51.05,10.5,SES-2001,2/5/2024,Computer Science,4,Present
49922,,Female,Education,3,51.05,10.5,SES-2039,2/8/2024,Engineering,4,Present
49921,26,Female,Engineering,8,63.67,10.8,SES-2014,3/28/2024,Education,5,Present
49921,26,Female,Engineering,8,63.67,10.8,SES-2016,4/12/2024,Social Sciences,6,Present
49921,26,Female,Engineering,8,63.67,10.8,SES-2042,12/17/2023,Engineering,3,Present
49921,26,Female,Engineering,8,63.67,10.8,SES-2009,5/12/2024,Social Sciences,7,Present
49920,,Female,Engineering,8,63.67,10.8,SES-2028,6/25/2024,Computer Science,8,Present
49920,,Male,Computer Science,2,76.98,13.5,SES-2017,3/23/2024,Computer Science,4,Present
49920,,Male,Computer Science,2,76.98,13.5,SES-2032,11/25/2023,Social Sciences,2,Present
49920,,Male,Computer Science,2,76.98,13.5,SES-2025,11/24/2023,Engineering,3,Present
49920,,Male,Social Sciences,,,5.5,SES-2020,3/27/2024,Computer Science,4,
49919,20,Male,Social Sciences,,,5.5,SES-2017,3/23/2024,Computer Science,4,
49919,20,Male,Social Sciences,,,5.5,SES-2028,6/25/2024,Computer Science,8,
49919,20,Male,Social Sciences,,,5.5,SES-2013,10/22/2023,Education,2,
49919,20,Female,Computer Science,2,96.18,14.3,SES-2008,3/4/2024,Computer Science,4,Present
49919,20,Female,Computer Science,2,96.18,14.3,SES-2016,4/12/2024,Social Sciences,6,Present
49918,,Male,Social Sciences,1,45.54,9.2,SES-2008,3/4/2024,Computer Science,4,Absent
49915,21,Male,Social Sciences,1,45.54,9.2,SES-2002,11/2/2023,Computer Science,2,Absent
49915,21,Male,Social Sciences,1,45.54,9.2,SES-2035,11/28/2023,Social Sciences,3,Absent
49914,24,Male,Social Sciences,1,45.54,9.2,SES-2031,7/18/2024,Computer Science,8,Absent
49914,24,Male,Social Sciences,1,45.54,9.2,SES-2004,9/23/2023,Engineering,1,Present
49914,24,Female,Computer Science,2,83.21,13.9,SES-2038,11/27/2023,Social Sciences,2,Present
49914,24,Female,Computer Science,2,83.21,13.9,SES-2005,5/15/2024,Engineering,7,
49914,24,,Education,2,69.85,8.3,SES-2037,10/16/2023,Computer Science,1,Present
49913,19,,Education,2,69.85,8.3,SES-2032,11/25/2023,Social Sciences,2,Present
49911,21,,Education,2,69.85,8.3,SES-2015,11/9/2023,Business,2,Present
49910,23,,Education,2,69.85,8.3,SES-2017,3/23/2024,Computer Science,4,Absent
49910,23,Female,Social Sciences,4,52.6,3.9,SES-2013,10/22/2023,Education,2,Present
49908,20,Female,Social Sciences,4,52.6,3.9,SES-2047,2/1/2024,Computer Science,4,Absent
49907,23,Female,Social Sciences,4,52.6,3.9,SES-2010,3/24/2024,Business,5,Absent
49907,23,Female,Social Sciences,4,52.6,3.9,SES-2025,11/24/2023,Engineering,3,Present
49907,23,Female,Social Sciences,4,52.6,3.9,SES-2012,4/19/2024,Education,5,Absent
49906,20,,,4,48.95,,SES-2017,3/23/2024,Computer Science,4,
49906,20,Male,Engineering,2,76.8,11.5,SES-2035,11/28/2023,Social Sciences,3,Present
49905,19,Female,Business,6,75.13,,SES-2023,4/21/2024,Business,6,
49905,19,Female,Business,6,75.13,,SES-2032,11/25/2023,Social Sciences,2,
49905,19,Male,Computer Science,8,65.98,8.7,SES-2048,9/3/2023,Computer Science,1,Present
49905,19,Male,Computer Science,8,65.98,8.7,SES-2014,3/28/2024,Education,5,Present
49904,21,Female,Education,8,84.82,11.5,SES-2045,7/4/2024,Education,8,Present
49904,21,Female,Education,8,84.82,11.5,SES-2004,9/23/2023,Engineering,1,Present
49904,21,Female,Education,8,84.82,11.5,SES-2016,4/12/2024,Social Sciences,6,Present
49903,19,Female,Education,8,84.82,11.5,SES-2041,10/5/2023,Business,2,Present
49903,19,Female,Business,2,55.17,12.5,SES-2038,11/27/2023,Social Sciences,2,Present
49902,23,Female,Business,2,55.17,12.5,SES-2042,12/17/2023,Engineering,3,Absent
49901,20,Female,Business,2,55.17,12.5,SES-2013,10/22/2023,Education,2,Present
49901,20,Female,Business,2,55.17,12.5,SES-2043,5/18/2024,Education,7,Absent
49901,20,Male,Education,3,76.98,12.7,SES-2048,9/3/2023,Computer Science,1,Present
49901,20,Male,Education,3,76.98,12.7,SES-2027,4/5/2024,Engineering,6,Present
49901,20,Male,Education,3,76.98,12.7,SES-2022,6/3/2024,Education,7,Present
49900,20,Male,Education,3,76.98,12.7,SES-2013,10/22/2023,Education,2,Present
49898,22,Male,Computer Science,1,50.82,5.9,SES-2047,2/1/2024,Computer Science,4,Present
49896,21,Male,Computer Science,1,50.82,5.9,SES-2001,2/5/2024,Computer Science,4,Present
49896,21,Male,Computer Science,1,50.82,5.9,SES-2024,6/5/2024,Social Sciences,7,Absent
49896,21,Male,Computer Science,1,50.82,5.9,SES-2005,5/15/2024,Engineering,7,Present
49896,21,Male,Computer Science,1,50.82,5.9,SES-2016,4/12/2024,Social Sciences,6,Present
49895,19,Female,Business,1,63.25,3.5,SES-2018,11/6/2023,Business,3,Absent
49894,20,Female,Business,1,63.25,3.5,SES-2036,2/12/2024,Education,4,Absent
49894,20,Female,Business,1,63.25,3.5,SES-2048,9/3/2023,Computer Science,1,Absent
49894,20,Female,Social Sciences,2,51.14,7.5,SES-2029,10/21/2023,Education,2,Present
49893,20,Female,Social Sciences,2,51.14,7.5,SES-2003,10/8/2023,Engineering,2,Present
49893,20,Female,Social Sciences,2,51.14,7.5,SES-2010,3/24/2024,Business,5,Present
49893,20,Male,Education,7,70.18,7.6,SES-2047,2/1/2024,Computer Science,4,Present
49893,20,Male,Education,7,70.18,7.6,SES-2026,4/19/2024,Business,5,Present
49892,,Male,Education,7,70.18,7.6,SES-2022,6/3/2024,Education,7,Present
49892,,Male,Engineering,6,42.76,5.1,SES-2037,10/16/2023,Computer Science,1,Absent
49891,19,Male,Engineering,6,42.76,5.1,SES-2022,6/3/2024,Education,7,Present
49890,19,Male,,,,9.3,SES-2008,3/4/2024,Computer Science,4,
49890,19,Male,,,,9.3,SES-2024,6/5/2024,Social Sciences,7,
49890,19,,Business,1,83.47,9.6,SES-2016,4/12/2024,Social Sciences,6,Present
49890,19,Female,,5,84,13.4,SES-2022,6/3/2024,Education,7,Present
49889,19,Female,,5,84,13.4,SES-2008,3/4/2024,Computer Science,4,Present
49889,19,Female,,5,84,13.4,SES-2005,5/15/2024,Engineering,7,Present
49889,19,,Social Sciences,7,64.27,,SES-2012,4/19/2024,Education,5,
49889,19,,Social Sciences,7,64.27,,SES-2034,6/24/2024,Social Sciences,8,
49889,19,,Social Sciences,7,64.27,,SES-2008,3/4/2024,Computer Science,4,
49888,,,Social Sciences,7,64.27,,SES-2038,11/27/2023,Social Sciences,2,
49888,,Female,Education,3,51.42,8.4,SES-2005,5/15/2024,Engineering,7,Absent
49886,,Female,Education,3,51.42,8.4,SES-2041,10/5/2023,Business,2,Present
49886,,Female,Education,3,51.42,8.4,SES-2047,2/1/2024,Computer Science,4,Present
49886,,Female,Education,3,51.42,8.4,SES-2011,11/3/2023,Engineering,2,Absent
49884,24,Male,Business,2,68.24,,SES-2015,11/9/2023,Business,2,
49884,24,Male,Business,2,68.24,,SES-2000,10/24/2023,Social Sciences,2,
49884,24,Male,Business,2,68.24,,SES-2024,6/5/2024,Social Sciences,7,
49884,24,Male,Business,2,68.24,,SES-2032,11/25/2023,Social Sciences,2,
49884,24,Male,Business,2,68.24,,SES-2035,11/28/2023,Social Sciences,3,
49883,,Male,Social Sciences,7,64.09,5.4,SES-2031,7/18/2024,Computer Science,8,Present
